"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",0.7,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",0.69,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.49,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.55,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.4,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.33,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.16,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.15,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.14,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.14,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.14,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.13,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.13,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.13,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.12,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.11,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.11,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.1,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.1,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.1,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.1,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.09,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.09,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.09,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.09,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.09,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.08,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.08,
"JPN","HOSPITALBED","TOT","1000HAB","A","1993",15.58,
"JPN","HOSPITALBED","TOT","1000HAB","A","1994",15.48,
"JPN","HOSPITALBED","TOT","1000HAB","A","1995",15.36,
"JPN","HOSPITALBED","TOT","1000HAB","A","1996",15.19,
"JPN","HOSPITALBED","TOT","1000HAB","A","1997",15.06,
"JPN","HOSPITALBED","TOT","1000HAB","A","1998",14.96,
"JPN","HOSPITALBED","TOT","1000HAB","A","1999",14.78,
"JPN","HOSPITALBED","TOT","1000HAB","A","2000",14.69,
"JPN","HOSPITALBED","TOT","1000HAB","A","2001",14.58,
"JPN","HOSPITALBED","TOT","1000HAB","A","2002",14.43,
"JPN","HOSPITALBED","TOT","1000HAB","A","2003",14.26,
"JPN","HOSPITALBED","TOT","1000HAB","A","2004",14.2,
"JPN","HOSPITALBED","TOT","1000HAB","A","2005",14.08,
"JPN","HOSPITALBED","TOT","1000HAB","A","2006",13.97,
"JPN","HOSPITALBED","TOT","1000HAB","A","2007",13.87,
"JPN","HOSPITALBED","TOT","1000HAB","A","2008",13.71,
"JPN","HOSPITALBED","TOT","1000HAB","A","2009",13.62,
"JPN","HOSPITALBED","TOT","1000HAB","A","2010",13.51,
"JPN","HOSPITALBED","TOT","1000HAB","A","2011",13.4,
"JPN","HOSPITALBED","TOT","1000HAB","A","2012",13.35,
"JPN","HOSPITALBED","TOT","1000HAB","A","2013",13.3,
"JPN","HOSPITALBED","TOT","1000HAB","A","2014",13.21,
"JPN","HOSPITALBED","TOT","1000HAB","A","2015",13.17,
"JPN","HOSPITALBED","TOT","1000HAB","A","2016",13.11,
"JPN","HOSPITALBED","TOT","1000HAB","A","2017",13.05,
"JPN","HOSPITALBED","TOT","1000HAB","A","2018",12.98,
"JPN","HOSPITALBED","TOT","1000HAB","A","2019",12.84,
"JPN","HOSPITALBED","TOT","1000HAB","A","2020",12.63,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",2.9,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",2.9,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",2.88,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",2.87,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",2.85,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",2.84,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",2.83,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",2.82,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",2.81,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",2.79,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",2.78,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",2.78,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",2.77,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",2.76,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",2.74,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",2.73,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",2.72,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",2.71,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",2.69,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",2.68,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",2.67,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",2.66,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",2.65,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",2.63,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",2.62,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",2.61,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",2.59,
"JPN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",2.57,
"KOR","HOSPITALBED","TOT","1000HAB","A","1990",2.33,
"KOR","HOSPITALBED","TOT","1000HAB","A","1991",2.48,
"KOR","HOSPITALBED","TOT","1000HAB","A","1992",2.63,
"KOR","HOSPITALBED","TOT","1000HAB","A","1993",2.85,
"KOR","HOSPITALBED","TOT","1000HAB","A","1994",3.16,
"KOR","HOSPITALBED","TOT","1000HAB","A","1995",3.34,
"KOR","HOSPITALBED","TOT","1000HAB","A","1996",3.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","1997",3.7,
"KOR","HOSPITALBED","TOT","1000HAB","A","1998",3.89,
"KOR","HOSPITALBED","TOT","1000HAB","A","1999",4.25,
"KOR","HOSPITALBED","TOT","1000HAB","A","2000",4.65,
"KOR","HOSPITALBED","TOT","1000HAB","A","2001",4.45,
"KOR","HOSPITALBED","TOT","1000HAB","A","2002",4.83,
"KOR","HOSPITALBED","TOT","1000HAB","A","2003",5.09,
"KOR","HOSPITALBED","TOT","1000HAB","A","2004",5.42,
"KOR","HOSPITALBED","TOT","1000HAB","A","2005",5.9,
"KOR","HOSPITALBED","TOT","1000HAB","A","2006",6.48,
"KOR","HOSPITALBED","TOT","1000HAB","A","2007",7.24,
"KOR","HOSPITALBED","TOT","1000HAB","A","2008",7.73,
"KOR","HOSPITALBED","TOT","1000HAB","A","2009",8.19,
"KOR","HOSPITALBED","TOT","1000HAB","A","2010",8.74,
"KOR","HOSPITALBED","TOT","1000HAB","A","2011",9.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","2012",10.25,
"KOR","HOSPITALBED","TOT","1000HAB","A","2013",10.92,
"KOR","HOSPITALBED","TOT","1000HAB","A","2014",11.59,
"KOR","HOSPITALBED","TOT","1000HAB","A","2015",11.61,
"KOR","HOSPITALBED","TOT","1000HAB","A","2016",11.99,
"KOR","HOSPITALBED","TOT","1000HAB","A","2017",12.29,
"KOR","HOSPITALBED","TOT","1000HAB","A","2018",12.44,
"KOR","HOSPITALBED","TOT","1000HAB","A","2019",12.43,
"KOR","HOSPITALBED","TOT","1000HAB","A","2020",12.65,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1990",2.22,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1991",2.37,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1992",2.52,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1993",2.74,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1994",3.05,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1995",3.25,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1996",3.44,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1997",3.64,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1998",3.81,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","1999",4.17,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2000",4.57,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2001",4.38,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2002",4.79,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2003",4.86,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2004",5.15,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2005",5.32,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2006",5.54,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2007",5.82,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2008",6.11,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2009",6.33,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2010",6.41,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2011",6.77,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2012",7,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2013",7.06,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2014",7.29,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2015",7.02,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2016",7.1,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2017",7.16,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2018",7.09,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2019",7.08,
"KOR","HOSPITALBED","ACUTE","1000HAB","A","2020",7.22,
"LUX","HOSPITALBED","TOT","1000HAB","A","2004",6.39,
"LUX","HOSPITALBED","TOT","1000HAB","A","2005",5.79,
"LUX","HOSPITALBED","TOT","1000HAB","A","2006",5.65,
"LUX","HOSPITALBED","TOT","1000HAB","A","2007",5.67,
"LUX","HOSPITALBED","TOT","1000HAB","A","2008",5.57,
"LUX","HOSPITALBED","TOT","1000HAB","A","2009",5.47,
"LUX","HOSPITALBED","TOT","1000HAB","A","2010",5.37,
"LUX","HOSPITALBED","TOT","1000HAB","A","2011",5.28,
"LUX","HOSPITALBED","TOT","1000HAB","A","2012",5.15,
"LUX","HOSPITALBED","TOT","1000HAB","A","2013",5.17,
"LUX","HOSPITALBED","TOT","1000HAB","A","2014",5.05,
"LUX","HOSPITALBED","TOT","1000HAB","A","2015",4.96,
"LUX","HOSPITALBED","TOT","1000HAB","A","2016",4.81,
"LUX","HOSPITALBED","TOT","1000HAB","A","2017",4.66,
"LUX","HOSPITALBED","TOT","1000HAB","A","2018",4.51,
"LUX","HOSPITALBED","TOT","1000HAB","A","2019",4.26,"B"
"LUX","HOSPITALBED","TOT","1000HAB","A","2020",4.19,
"LUX","HOSPITALBED","TOT","1000HAB","A","2021",4.18,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2013",4.23,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2014",4.13,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2015",4.03,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2016",3.9,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2017",3.77,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2018",3.7,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2019",3.29,"B"
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2020",3.24,
"LUX","HOSPITALBED","ACUTE","1000HAB","A","2021",3.22,
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.79,
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.77,
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.76,
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.74,
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.81,"B"
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.8,
"LUX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2021",0.81,
"MEX","HOSPITALBED","TOT","1000HAB","A","1990",1.01,
"MEX","HOSPITALBED","TOT","1000HAB","A","1991",1.1,
"MEX","HOSPITALBED","TOT","1000HAB","A","1992",1.17,
"MEX","HOSPITALBED","TOT","1000HAB","A","1993",1.2,
"MEX","HOSPITALBED","TOT","1000HAB","A","1994",1.2,
"MEX","HOSPITALBED","TOT","1000HAB","A","1995",1.14,
"MEX","HOSPITALBED","TOT","1000HAB","A","1996",1.1,
"MEX","HOSPITALBED","TOT","1000HAB","A","1997",1.08,
"MEX","HOSPITALBED","TOT","1000HAB","A","1998",1.08,
"MEX","HOSPITALBED","TOT","1000HAB","A","1999",1.07,
"MEX","HOSPITALBED","TOT","1000HAB","A","2000",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2001",1.08,
"MEX","HOSPITALBED","TOT","1000HAB","A","2002",1.09,
"MEX","HOSPITALBED","TOT","1000HAB","A","2003",1.06,
"MEX","HOSPITALBED","TOT","1000HAB","A","2004",1.07,
"MEX","HOSPITALBED","TOT","1000HAB","A","2005",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2006",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2007",1.06,
"MEX","HOSPITALBED","TOT","1000HAB","A","2008",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2009",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2010",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2011",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2012",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2013",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2014",1.01,
"MEX","HOSPITALBED","TOT","1000HAB","A","2015",0.99,
"MEX","HOSPITALBED","TOT","1000HAB","A","2016",0.99,
"MEX","HOSPITALBED","TOT","1000HAB","A","2017",0.98,
"MEX","HOSPITALBED","TOT","1000HAB","A","2018",0.97,
"MEX","HOSPITALBED","TOT","1000HAB","A","2019",0.95,
"MEX","HOSPITALBED","TOT","1000HAB","A","2020",0.99,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",0.06,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.05,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.04,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.03,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.03,
"MEX","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.03,
"NLD","HOSPITALBED","TOT","1000HAB","A","1965",7.5,
"NLD","HOSPITALBED","TOT","1000HAB","A","1966",7.63,
"NLD","HOSPITALBED","TOT","1000HAB","A","1967",7.64,
"NLD","HOSPITALBED","TOT","1000HAB","A","1968",7.58,
"NLD","HOSPITALBED","TOT","1000HAB","A","1969",7.66,
"NLD","HOSPITALBED","TOT","1000HAB","A","1970",7.6,
"NLD","HOSPITALBED","TOT","1000HAB","A","1971",7.68,
"NLD","HOSPITALBED","TOT","1000HAB","A","1972",7.75,
"NLD","HOSPITALBED","TOT","1000HAB","A","1973",7.66,
"NLD","HOSPITALBED","TOT","1000HAB","A","1974",7.52,
"NLD","HOSPITALBED","TOT","1000HAB","A","1975",7.38,
"NLD","HOSPITALBED","TOT","1000HAB","A","1976",7.25,
"NLD","HOSPITALBED","TOT","1000HAB","A","1977",7.19,
"NLD","HOSPITALBED","TOT","1000HAB","A","1978",7.1,
"NLD","HOSPITALBED","TOT","1000HAB","A","1979",7.01,
"NLD","HOSPITALBED","TOT","1000HAB","A","1980",6.91,
"NLD","HOSPITALBED","TOT","1000HAB","A","1981",6.86,
"NLD","HOSPITALBED","TOT","1000HAB","A","1982",6.62,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1983",6.57,
"NLD","HOSPITALBED","TOT","1000HAB","A","1984",6.47,
"NLD","HOSPITALBED","TOT","1000HAB","A","1985",6.4,
"NLD","HOSPITALBED","TOT","1000HAB","A","1986",6.34,
"NLD","HOSPITALBED","TOT","1000HAB","A","1987",6.28,
"NLD","HOSPITALBED","TOT","1000HAB","A","1988",6.19,
"NLD","HOSPITALBED","TOT","1000HAB","A","1989",6.06,
"NLD","HOSPITALBED","TOT","1000HAB","A","1990",5.95,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1991",5.85,
"NLD","HOSPITALBED","TOT","1000HAB","A","1992",5.79,
"NLD","HOSPITALBED","TOT","1000HAB","A","1993",5.69,
"NLD","HOSPITALBED","TOT","1000HAB","A","1994",5.49,
"NLD","HOSPITALBED","TOT","1000HAB","A","1995",5.38,
"NLD","HOSPITALBED","TOT","1000HAB","A","1996",5.33,
"NLD","HOSPITALBED","TOT","1000HAB","A","1997",5.3,
"NLD","HOSPITALBED","TOT","1000HAB","A","1998",5.21,
"NLD","HOSPITALBED","TOT","1000HAB","A","1999",5.14,
"NLD","HOSPITALBED","TOT","1000HAB","A","2000",4.92,
"NLD","HOSPITALBED","TOT","1000HAB","A","2001",4.75,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2002",4.69,
"NLD","HOSPITALBED","TOT","1000HAB","A","2003",4.49,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2004",4.5,
"NLD","HOSPITALBED","TOT","1000HAB","A","2005",4.44,
"NLD","HOSPITALBED","TOT","1000HAB","A","2006",4.4,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2007",4.29,
"NLD","HOSPITALBED","TOT","1000HAB","A","2008",4.25,
"NLD","HOSPITALBED","TOT","1000HAB","A","2009",4.21,
"NLD","HOSPITALBED","TOT","1000HAB","A","2010",4.12,
"NLD","HOSPITALBED","TOT","1000HAB","A","2011",3.97,
"NLD","HOSPITALBED","TOT","1000HAB","A","2012",3.78,
"NLD","HOSPITALBED","TOT","1000HAB","A","2013",3.69,
"NLD","HOSPITALBED","TOT","1000HAB","A","2014",3.55,
"NLD","HOSPITALBED","TOT","1000HAB","A","2015",3.49,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2016",3.41,
"NLD","HOSPITALBED","TOT","1000HAB","A","2017",3.28,
"NLD","HOSPITALBED","TOT","1000HAB","A","2018",3.18,
"NLD","HOSPITALBED","TOT","1000HAB","A","2019",3.02,
"NLD","HOSPITALBED","TOT","1000HAB","A","2020",2.91,"P"
"NLD","HOSPITALBED","ACUTE","1000HAB","A","2015",2.98,
"NLD","HOSPITALBED","ACUTE","1000HAB","A","2016",2.9,
"NLD","HOSPITALBED","ACUTE","1000HAB","A","2017",2.78,
"NLD","HOSPITALBED","ACUTE","1000HAB","A","2018",2.71,
"NLD","HOSPITALBED","ACUTE","1000HAB","A","2019",2.56,
"NLD","HOSPITALBED","ACUTE","1000HAB","A","2020",2.47,"P"
"NLD","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.99,
"NLD","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.97,
"NLD","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.94,
"NLD","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.86,
"NLD","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.8,
"NLD","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.79,"P"
"NZL","HOSPITALBED","TOT","1000HAB","A","2009",2.41,
"NZL","HOSPITALBED","TOT","1000HAB","A","2010",2.75,
"NZL","HOSPITALBED","TOT","1000HAB","A","2011",2.82,
"NZL","HOSPITALBED","TOT","1000HAB","A","2012",2.83,
"NZL","HOSPITALBED","TOT","1000HAB","A","2013",2.78,
"NZL","HOSPITALBED","TOT","1000HAB","A","2014",2.75,
"NZL","HOSPITALBED","TOT","1000HAB","A","2015",2.71,
"NZL","HOSPITALBED","TOT","1000HAB","A","2016",2.72,
"NZL","HOSPITALBED","TOT","1000HAB","A","2017",2.7,
"NZL","HOSPITALBED","TOT","1000HAB","A","2018",2.59,
"NZL","HOSPITALBED","TOT","1000HAB","A","2019",2.54,
"NZL","HOSPITALBED","TOT","1000HAB","A","2020",2.49,
"NZL","HOSPITALBED","TOT","1000HAB","A","2021",2.67,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.14,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.22,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.2,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.2,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.17,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.23,"B"
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.24,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.3,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.3,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.3,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.32,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.32,
"NZL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2021",0.36,
"NOR","HOSPITALBED","TOT","1000HAB","A","2002",4.99,
"NOR","HOSPITALBED","TOT","1000HAB","A","2003",4.99,
"NOR","HOSPITALBED","TOT","1000HAB","A","2004",5.25,
"NOR","HOSPITALBED","TOT","1000HAB","A","2005",5.16,
"NOR","HOSPITALBED","TOT","1000HAB","A","2006",5.03,
"NOR","HOSPITALBED","TOT","1000HAB","A","2007",4.86,
"NOR","HOSPITALBED","TOT","1000HAB","A","2008",4.64,
"NOR","HOSPITALBED","TOT","1000HAB","A","2009",4.52,
"NOR","HOSPITALBED","TOT","1000HAB","A","2010",4.3,
"NOR","HOSPITALBED","TOT","1000HAB","A","2011",4.19,
"NOR","HOSPITALBED","TOT","1000HAB","A","2012",3.97,
"NOR","HOSPITALBED","TOT","1000HAB","A","2013",3.86,
"NOR","HOSPITALBED","TOT","1000HAB","A","2014",3.84,
"NOR","HOSPITALBED","TOT","1000HAB","A","2015",3.76,
"NOR","HOSPITALBED","TOT","1000HAB","A","2016",3.68,
"NOR","HOSPITALBED","TOT","1000HAB","A","2017",3.6,
"NOR","HOSPITALBED","TOT","1000HAB","A","2018",3.53,
"NOR","HOSPITALBED","TOT","1000HAB","A","2019",3.47,
"NOR","HOSPITALBED","TOT","1000HAB","A","2020",3.4,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",1.27,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",1.23,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",1.52,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",1.55,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",1.53,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",1.48,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",1.4,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",1.37,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",1.34,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",1.3,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",1.21,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",1.16,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",1.16,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",1.14,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",1.11,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",1.07,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",1.05,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",1.04,
"NOR","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",1.01,
"POL","HOSPITALBED","TOT","1000HAB","A","2003",6.68,
"POL","HOSPITALBED","TOT","1000HAB","A","2004",6.67,
"POL","HOSPITALBED","TOT","1000HAB","A","2005",6.52,
"POL","HOSPITALBED","TOT","1000HAB","A","2006",6.47,
"POL","HOSPITALBED","TOT","1000HAB","A","2007",6.42,
"POL","HOSPITALBED","TOT","1000HAB","A","2008",6.62,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2009",6.65,
"POL","HOSPITALBED","TOT","1000HAB","A","2010",6.61,
"POL","HOSPITALBED","TOT","1000HAB","A","2011",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2012",6.63,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2013",6.61,
